Ref,Val,Package,PosX,PosY,Rot,Side
"C62","1uF/50V","C_0603_1608Metric",56.800000,-52.200000,90.000000,top
"J7","ENCODER_8P","JST_SH_SM08B-SRSS-TB_1x08-1MP_P1.00mm_Horizontal",57.000000,-64.500000,0.000000,top
"U27","MA735GGU-P","MPS_UTQFN14_2x2",57.000000,-55.500000,0.000000,top
